브랜드명_정리,제품명_정리,카테고리,성분_문자열,제품명_원본
아비브,콜라겐 아이크림 부활초 튜브,크림,글라이코리피드 글리세린 글리세릴스테아레이트 글리세릴스테아레이트시트레이트 나이아신아마이드 다이포타슘글리시리제이트 다이프로필렌글라이콜 락토바실러스발효물 마데카식애씨드 마카다미아씨오일 망고씨버터 메틸프로판다이올 바쿠치올 베헤닐알코올 부틸렌글라이콜 비스-다이글리세릴폴리아실아디페이트-2 비타민나무오일 비피다발효여과물 세라마이드엔피 세테아릴글루코사이드 세테아릴알코올 세테아릴올리베이트 소듐하이알루로네이트 솔비탄아이소스테아레이트 솔비탄올리베이트 솔비톨 스쿠알란 스테아릴알코올 아데노신 아시아티코사이드 아시아틱애씨드 알란토인 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 에틸헥실글리세린 옥틸도데칸올 잔탄검 정제수 카페인 카프릴릭/카프릭트라이글리세라이드 카프릴릴글라이콜 카프릴릴메티콘 콜라겐추출물 퀸즈랜드넛오일 토코페롤 트라이소듐에틸렌다이아민다이석시네이트 트레할로오스 트루로즈오브예리코추출물 판테놀 팔미토일트라이펩타이드-5 펜타에리스리틸테트라에틸헥사노에이트 펜틸렌글라이콜 포스파티딜콜린 폴리글리세릴-10라우레이트 폴리글리세릴-3다이스테아레이트 폴리글리세릴-3메틸글루코오스다이스테아레이트 폴리메틸실세스퀴옥세인 피토스핑고신 하이드로제네이티드레시틴 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,[토탈주름케어] 아비브 콜라겐 아이크림 부활초 튜브 30ml
비욘드,엔젤아쿠아 수분진정크림,크림,가시대나무수액 개똥쑥추출물 글리세린 나일론-12 녹차추출물 님잎추출물 다이메티콘 다이메티콘올 다이프로필렌글라이콜 락토바실러스/콩발효추출물 로즈마리잎추출물 마데카소사이드 마트리카리아꽃추출물 말라카이트추출물 병풀추출물 부틸렌글라이콜 사이클로펜타실록세인 소듐폴리아크릴레이트 소듐하이알루로네이트 스페인감초뿌리추출물 자작나무수액 전호추출물 정제수 카보머 트라이소듐이디티에이 트레할로오스 트로메타민 판테놀 포도덩굴수액 프로판다이올 하늘타리뿌리추출물 하이드롤라이즈드하이알루로닉애씨드 호장근뿌리추출물 황금추출물 효모/감자추출물발효여과물 효모/보리씨발효여과물,[케로피콜라보/150+150ml]비욘드 엔젤아쿠아 수분진정크림 150ml 1+1 기획 (체크 파우치 증정)
피지오겔,시카밸런스 포맨 카밍 크림,크림,글리세린 글리세릴스테아레이트 나이아신아마이드 다이카프릴릴카보네이트 마데카소사이드 마데카식애씨드 부틸렌글라이콜 세라마이드엔피 세린 세테아릴알코올 세틸알코올 세틸팔미테이트 소듐하이알루로네이트 솔비탄올리베이트 솔비탄팔미테이트 수크로오스스테아레이트 수크로오스트라이스테아레이트 스쿠알란 시트릭애씨드 아시아티코사이드 아시아틱애씨드 알란토인 알로에베라잎즙가루 알지닌 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 정제수 카보머 카프릴릭/카프릭트라이글리세라이드 토코페롤 트로메타민 판테놀 폴리글리세릴-3메틸글루코오스다이스테아레이트 프로판다이올 하이드로제네이티드레시틴 해바라기씨오일 호호바씨오일,피지오겔 시카밸런스 포맨 카밍 크림 70ml
키엘,파워풀 스트렝스 라인 리듀싱 다크서클 디미니싱 비타민C 아이세럼,크림,N-하이드록시석신이미드 글리세린 다이메티콘 다이메티콘크로스폴리머 라우로일라이신 바이오틴 사이클로헥사실록세인 세틸피이지/피피지-10/1다이메티콘 소듐시트레이트 스테아레스-20 시트릭애씨드 아데노신 아스코빅애씨드 알루미늄전분옥테닐석시네이트 정제수 크리신 클로헥시딘다이글루코네이트 티타늄디옥사이드 팔미토일테트라펩타이드-7 팔미토일트라이펩타이드-1 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트 포타슘솔베이트 폴리실리콘-11 프로필렌글라이콜 하이드록시에틸피페라진에탄설포닉애씨드 하이드롤라이즈드하이알루로닉애씨드,키엘 파워풀 스트렝스 라인 리듀싱 다크서클 디미니싱 비타민C 아이세럼 15ml
메이크프렘,인테카 수딩크림,크림,글리세린 글리세릴글루코사이드 글리세릴스테아레이트에스이 나이아신아마이드 다이소듐이디티에이 다이프로필렌글라이콜 마데카식애씨드 부틸렌글라이콜 비닐다이메티콘 세테아릴올리베이트 소듐하이알루로네이트 솔비탄올리베이트 솔비톨 아데노신 아시아티코사이드 아시아틱애씨드 에톡시다이글라이콜 에틸헥실글리세린 정제수 카보머 트로메타민 프로판다이올 하이드로제네이티드레시틴 하이드로제네이티드폴리데센 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드 해바라기씨오일,[수분진정/단독기획] 메이크프렘 인테카 수딩크림 70ml 기획(+크림 31ml)
차앤박(CNP),차앤박 프로폴리스 앰플 액티브 샷크림,크림,겨우살이추출물 글라이코실트레할로오스 글리세릴스테아레이트 글리시레티닉애씨드 다이메티콘/비닐다이메티콘크로스폴리머 다이포타슘글리시리제이트 더덕뿌리추출물 띠뿌리추출물 락토바실러스/콩발효추출물 레몬밤잎추출물 리날룰 마데카소사이드 마데카식애씨드 마이카 마카다미아씨오일 무화과추출물 베타-글루칸 비스-피이지-18메틸에터다이메틸실레인 석류추출물 세라마이드엔피 세테아릴알코올 세테아릴올리베이트 센티드제라늄꽃오일 솔비탄스테아레이트 솔비탄올리베이트 스테아릭애씨드 스테아릴알코올 시트랄 시트로넬올 아시아티코사이드 아시아틱애씨드 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알지닌글루타메이트 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 우레아 잔탄검 적색산화철 제라니올 카보머 토코페롤 트라이소듐이디티에이 트라이에틸헥사노인 트로메타민 티타늄디옥사이드 판테놀 팔미틱애씨드 펜타에리스리틸테트라에틸헥사노에이트 프로폴리스추출물 프로필렌글라이콜 피이지-100스테아레이트 피이지-40스테아레이트 하이드로제네이티드레시틴 하이드로제네이티드스타치하이드롤리세이트 하이드록시에틸피페라진에탄설포닉애씨드 효모발효여과물,차앤박(CNP) 프로폴리스 앰플 액티브 샷크림 1+1 기획(50ml+50ml)
바이오던스,스킨 글로우 에센스 크림,크림,나이아신아마이드 다마스크장미꽃수 다이소듐이디티에이 다이포타슘글리시리제이트 다이프로필렌글라이콜 락토바실러스발효물 락토바실러스발효용해물 마그네슘설페이트 멜론추출물 베타인 부틸렌글라이콜 비피다발효여과물 서양배추출물 서양송악잎/줄기추출물 세라마이드에이에스 세라마이드에이피 세라마이드엔에스 세라마이드엔피 세라마이드이오피 세테아릴알코올 소듐아세틸레이티드하이알루로네이트 소듐하이알루로네이트 소듐하이알루로네이트크로스폴리머 솔비탄세스퀴올리에이트 스테아릭애씨드 아데노신 아이소노닐아이소노나노에이트 에틸헥실글리세린 오리스뿌리추출물 정제수 카프릴릴글라이콜 콜레스테롤 토코페롤 판테놀 포타슘하이알루로네이트 폴리글리세릴-4올리에이트 폴리글리세릴-6올리에이트 폴리하이드록시스테아릭애씨드 피토스핑고신 하이드로제네이티드레시틴 하이드로제네이티드폴리데센 하이드록시아세토페논 하이드록시프로필트라이모늄하이알루로네이트 하이드롤라이즈드소듐하이알루로네이트 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드,바이오던스 스킨 글로우 에센스 크림 50ml
브링그린,슈퍼레몬글루타치온아이크림 더블기획,크림,글루코오스 글루타티온 글리세린 글리세릴스테아레이트시트레이트 나이아신아마이드 다이포타슘글리시리제이트 다이프로필렌글라이콜 레몬즙 레시틴 레틴알 바이오사카라이드검-1 바쿠치올 부틸렌글라이콜 비닐다이메티콘 세라마이드엔피 세테아릴글루코사이드 세테아릴알코올 세틸에틸헥사노에이트 소듐구아이아줄렌설포네이트 소듐파이테이트 소듐폴리아크릴레이트 아데노신 아스코빅애씨드 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알란토인 알지닌 알지닌/라이신폴리펩타이드 에틸헥실글리세린 잔탄검 정제수 카프릴릭/카프릭트라이글리세라이드 카프릴릴글라이콜 토코페롤 트라넥사믹애씨드 판테놀 폴리글리세릴-10올리에이트 프로판다이올 피토스핑고신 하이드록시아세토페논 합성비즈왁스 향료 황련뿌리추출물,[NEW] 브링그린 슈퍼레몬글루타치온아이크림 30mL 더블기획
리얼베리어,워터리 히알 크림,크림,글라이신 글라이코실트레할로오스 글루타믹애씨드 글리세린 리놀레익애씨드 마데카소사이드 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이 바추잎잎추출물 베타-글루칸 베타인 부틸렌글라이콜 비닐다이메티콘 센티드제라늄꽃오일 소듐디엔에이 소듐파이테이트 소듐하이알루로네이트 스쿠알란 스피어민트잎오일 스피어민트추출물 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알란토인 알지닌 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 약모밀추출물 에리스리톨 엑토인 유칼립투스잎오일 정제수 카프릴릭/카프릭글리세라이즈 카프릴릴메티콘 타임오일 트로메타민 피토스테롤 필리핀오렌지껍질오일 하이드로제네이티드스타치하이드롤리세이트 하이드록시아세토페논,[수분와락/속건조] 리얼베리어 워터리 히알 크림 70ml 기획 (+25ml)
CKD,레티노콜라겐 저분자 괄사 목주름 크림,크림,글라이신 글루코오스 글루타믹애씨드 글리세린 글리세릴스테아레이트 나이아신아마이드 다이아이소스테아릴말레이트 다이포타슘글리시리제이트 다이프로필렌글라이콜 덱스트린 라벤더오일 라이신 레틴알 류신 리날룰 리모넨 메티오닌 바이오틴 발린 백미꽃추출물 베르가모트오일 부틸렌글라이콜 비닐다이메티콘 세라마이드엔피 세린 세테아릴알코올 세테아릴올리베이트 소듐파이테이트 솔비탄올리베이트 스테아릭애씨드 시스테인 아데노신 아스파틱애씨드 아이소류신 알라닌 알지닌 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 에리스리톨 에틸헥실글리세린 울금뿌리추출물 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 접시꽃추출물 정제수 참산호말추출물 카보머 카카오씨추출물 카프릴릭/카프릭트라이글리세라이드 카프릴릴/카프릴글루코사이드 카프릴릴메티콘 클레리오일 타이로신 토코페롤 트레오닌 트로메타민 팔미틱애씨드 페닐알라닌 펜틸렌글라이콜 폴리글리세릴-3메틸글루코오스다이스테아레이트 프롤린 프룩토오스 프룩토올리고사카라이드 하이드로제네이티드레시틴 하이드로제네이티드폴리아이소부텐 하이드롤라이즈드엘라스틴 하이드롤라이즈드콜라겐 하이알루로닉애씨드 헥사펩타이드-2 홀리바질잎추출물 히스티딘,[한혜진PICK] CKD 레티노콜라겐 저분자 300 괄사 목주름 크림 50ml
지피덤,셀트리온 EGF 스킨 베리어 하이드레이팅 수분크림,크림,고수추출물 구아이아줄렌 글리세린 글리세릴폴리아크릴레이트 나이아신아마이드 다이소듐이디티에이 다이올레오일피지-트라이모늄클로라이드 다이포타슘글리시리제이트 다이프로필렌글라이콜 로즈마리잎추출물 마트리카리아꽃추출물 말토덱스트린 베타인 벤토나이트 부틸렌글라이콜 사이클로헥실글리세린 샤프란꽃추출물 세라마이드에이에스 세라마이드에이피 세라마이드엔에스 세라마이드엔피 세라마이드이오피 세테아릴알코올 소두구씨추출물 소듐디엔에이 소듐피씨에이 소듐하이알루로네이트크로스폴리머 스쿠알란 스테아릭애씨드 시트릭애씨드 씨솔트 아데노신 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 알지닌 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 양까막까치밥나무씨오일 에스에이치-올리고펩타이드-1 에틸헥실글리세린 옥틸도데칸올 올리브오일 올리브오일데실에스터 우레아 유채스테롤 정제수 카프릴릭/카프릭트라이글리세라이드 카프릴릴글라이콜 카프릴릴메티콘 콜레스테롤 토코페롤 트레할로오스 판테놀 폴리글리세릴-3메틸글루코오스다이스테아레이트 폴리락틱애씨드 폴리메틸메타크릴레이트 풍선덩굴꽃/잎/덩굴추출물 피토스핑고신 하이드로제네이티드레시틴 하이드록시아세토페논 하이드록시에틸우레아 하이드롤라이즈드스클레로튬검 하이드롤라이즈드식물성단백질 해바라기씨오일 해바라기씨오일불검화물 회향씨추출물,[장벽탄력] 지피덤 셀트리온 EGF 스킨 베리어 하이드레이팅 수분크림 80ml
